id	filename	md5	size	state
21f004dc-f3ab-4b5f-a97f-2b4f4a75fda4	21f004dc-f3ab-4b5f-a97f-2b4f4a75fda4/6069387b-32a3-4e1c-8386-050aa2da67c4.FPKM.txt.gz	d9e92a803aa6196c3daad52da739c987	544939	validated
223dfeb8-5f7c-44e5-9816-40605863befa	223dfeb8-5f7c-44e5-9816-40605863befa/c6bcced6-eb76-43f3-963a-967f1cbfec38.htseq.counts.gz	9ea4db6b7eb336982b83130417626dd4	249620	validated
26541a8b-88e9-4926-a654-b751b56874c8	26541a8b-88e9-4926-a654-b751b56874c8/edea4e5b-ad4d-4a0b-9656-3d82d4a24698.FPKM-UQ.txt.gz	c1aa12b7d2c20368c39d2815b7c1de82	544533	validated
2ea02a8a-1929-4764-a9a1-1de676b9e1d9	2ea02a8a-1929-4764-a9a1-1de676b9e1d9/3846d74d-423d-43c2-a33d-168456d67478.FPKM-UQ.txt.gz	1fc6d6a62693b48d8ed444ba6510b087	529678	validated
2ed4cd98-0706-4eac-aa3c-baf5fff09a65	2ed4cd98-0706-4eac-aa3c-baf5fff09a65/87ba691e-883a-4e45-9649-ab80e53c9243.FPKM.txt.gz	5f193be2250ce42aa7076afaad40f9f4	541884	validated
37cf1cb8-3fe8-44c9-88f2-bfbd89ff4bb0	37cf1cb8-3fe8-44c9-88f2-bfbd89ff4bb0/9ae1330c-a197-416a-9d5f-3ca16b36ec90.htseq.counts.gz	453259866a1cec82faada7667376c53e	249818	validated
3d488c08-57a1-4077-a244-2fae8bd9c2f6	3d488c08-57a1-4077-a244-2fae8bd9c2f6/aa96ddcb-cfd6-4696-9669-d10ca5bcac82.FPKM.txt.gz	f24c51825490200837a223f9d5f7d1d0	516808	validated
483f9757-c10f-44d7-a826-7acda6a9c8a1	483f9757-c10f-44d7-a826-7acda6a9c8a1/c98b8334-836a-4c3c-b149-b08a7256aa68.FPKM.txt.gz	b7d3b1d496a9eeb7f79e1a3a58fe1bf1	524203	validated
48e0ff61-dea6-4ae6-bfa7-27413f4bbb88	48e0ff61-dea6-4ae6-bfa7-27413f4bbb88/519e5c0f-8649-4676-8618-79cdc1770de0.htseq.counts.gz	9683a844110e7394b34aefe86f57b55f	256183	validated
491671ea-a211-4594-bdbe-33fb85aa6b03	491671ea-a211-4594-bdbe-33fb85aa6b03/895c3465-8933-414f-a27c-83389d6f82ec.htseq.counts.gz	4e0ead9cf62e1e11612020dcdfe61594	254286	validated
4acf525e-207d-4850-a0bb-ba231c7eb69e	4acf525e-207d-4850-a0bb-ba231c7eb69e/13ead835-a0c3-409c-a651-2256e57ebbb2.htseq.counts.gz	4d2c8db8ecf93330cc04ce9036a5811a	252987	validated
4aff995c-ed62-4f09-a5ef-a61b6f34d6dc	4aff995c-ed62-4f09-a5ef-a61b6f34d6dc/39ff3181-ab7a-4143-b23f-0d5ab109ff86.FPKM-UQ.txt.gz	91f07afe77270475f8cc5abcf51380ab	521360	validated
4b712085-c9db-4a32-a37c-68cd35bba17d	4b712085-c9db-4a32-a37c-68cd35bba17d/5310b432-6d4a-4b07-a9c3-d3db29515dfc.FPKM-UQ.txt.gz	a062b5b9d8a5b3222281b3b5b243a6fd	483951	validated
4be3b19e-b6b6-4627-815e-60cf0c6faeb9	4be3b19e-b6b6-4627-815e-60cf0c6faeb9/acf02cd5-270d-40c0-864d-abebe048f309.FPKM.txt.gz	9dd15d1794f643f09f985d2bfc32f263	514572	validated
4d9dca38-ff49-4724-93d7-049d94ac5abc	4d9dca38-ff49-4724-93d7-049d94ac5abc/f1d5de66-76f3-4911-a877-3571069649a8.FPKM-UQ.txt.gz	8b72224325232186f2ac25c2e8ec99cb	525798	validated
4fb3dd46-fb24-4701-9095-2b995ff05ea0	4fb3dd46-fb24-4701-9095-2b995ff05ea0/12b1e149-ee9a-4cff-9706-d1da57e659c7.htseq.counts.gz	f3e7bcac3ea525068dabffd1c9c7e65f	252854	validated
520d56e9-ae48-4264-8aa0-f6c94626c367	520d56e9-ae48-4264-8aa0-f6c94626c367/0d38dab7-b983-4829-9a5b-d79f0fee6f26.FPKM.txt.gz	1ba7c8ea84ce2aada19c1b280d0e8704	536889	validated
52bc3c80-4956-4dd4-9cd3-88ad71162e57	52bc3c80-4956-4dd4-9cd3-88ad71162e57/11f80365-b1a5-401d-840b-18e08c5052ba.FPKM.txt.gz	1b1504bda4b63de13542111e83f3efe4	520720	validated
53e2c23a-055c-4a95-ac6d-baf6cdc7c6a3	53e2c23a-055c-4a95-ac6d-baf6cdc7c6a3/f4a128be-6910-49c3-9f0c-b6bd702ab7ce.FPKM.txt.gz	20a17b215ffc0085c1898f29fab3f087	540149	validated
55904574-f466-4a21-a1f2-1b8376a04224	55904574-f466-4a21-a1f2-1b8376a04224/a19e31ff-1afa-4e25-8c79-28b922052ff2.FPKM.txt.gz	094273c5ed0c67f58887813e11a856d1	507203	validated
55d6a107-472c-4d1d-9b34-0d1dd8a6e1b8	55d6a107-472c-4d1d-9b34-0d1dd8a6e1b8/21b33b4b-04e9-4205-919f-8ec6b2e0cca0.FPKM.txt.gz	f28d4e9e2f8362db992bda959d33403e	513269	validated
587c822a-665c-4a97-a4d0-9ed9a2dd9bab	587c822a-665c-4a97-a4d0-9ed9a2dd9bab/883f822b-3d64-424c-b557-526c49ffa7b4.FPKM-UQ.txt.gz	beb5281cab5deb2b04c9e1701c775624	524557	validated
59ec2dc1-ac09-4cd7-8d73-46886dacd338	59ec2dc1-ac09-4cd7-8d73-46886dacd338/cd052da2-9e32-4881-87c0-5e66cdc6f5f7.htseq.counts.gz	a7d6769c6755515ac1988bacb5bcefae	253317	validated
5a4044dc-7493-42d0-82dc-f7c81df220c9	5a4044dc-7493-42d0-82dc-f7c81df220c9/318901b4-4f1c-4017-8113-5115747c6a67.FPKM-UQ.txt.gz	313aa3a819ceb1d016408575e438eec4	494932	validated
5bf7609e-68cb-4ddb-8f05-ee1d4f92cf9b	5bf7609e-68cb-4ddb-8f05-ee1d4f92cf9b/4a9bb3fd-4e75-4585-82f7-7254889b9838.FPKM.txt.gz	4678b747f2dfcca885078f369171385a	523975	validated
5c480d48-8117-48f1-b6d4-c8b420769a43	5c480d48-8117-48f1-b6d4-c8b420769a43/a154c740-f4b4-4b62-a4a8-2273f8f834b1.htseq.counts.gz	d4385c431e0d847810f0cf682aed7445	259109	validated
5ccea9ac-0ecd-4fc1-9229-544b45d8c923	5ccea9ac-0ecd-4fc1-9229-544b45d8c923/f4bb4f4b-2e42-4098-9edf-042f1fffea0f.FPKM-UQ.txt.gz	96812df07ea7452ce1d982d38a0f1818	530680	validated
637c0427-90a7-4425-bd83-5bad118a225d	637c0427-90a7-4425-bd83-5bad118a225d/f125d4a1-cb15-4729-9318-433c39c685d7.htseq.counts.gz	3c2c40b9b4439fe96d7eaa7dc5d61f74	253993	validated
68695572-7ef9-4fac-9a5b-613c94899484	68695572-7ef9-4fac-9a5b-613c94899484/6068fbcf-7836-41f6-8cd2-4cffde58d00a.FPKM-UQ.txt.gz	b8284a8ccc62ea6b7d71fe0504aeb596	482058	validated
687575d0-a292-47d3-aa23-46df1e1ff218	687575d0-a292-47d3-aa23-46df1e1ff218/4d8ca8d3-eec4-4dee-9805-4a84fa1f1716.FPKM.txt.gz	1fe89afd4d2857413c7778dc14c35b16	527874	validated
6d121f4c-89d7-4af6-967f-7749606cbe9c	6d121f4c-89d7-4af6-967f-7749606cbe9c/aab22bf4-8c7f-46b5-8170-844f24a65522.FPKM.txt.gz	f45f0a3222be03f8d37809d9057e28c8	519030	validated
6d937a6c-c572-47d1-ae29-ab074cc924e7	6d937a6c-c572-47d1-ae29-ab074cc924e7/c1f0e689-1d11-4f7d-8386-616efe367e52.FPKM.txt.gz	e5c20c5dd0f2bae23c402cf47e847a8d	513241	validated
754e6f3e-9441-423b-8530-b4d95a93253f	754e6f3e-9441-423b-8530-b4d95a93253f/8d54214a-1d9b-4fea-9c42-5bbb3cd11da9.htseq.counts.gz	0f2a57272e13d84d0faf1b484fcacf35	257833	validated
7b0004de-21f2-42c4-be8c-33951874f212	7b0004de-21f2-42c4-be8c-33951874f212/1946496e-3021-4f63-b80d-7110e9f9c42c.FPKM.txt.gz	4456435c98ac60108d21d704c96ebdc6	523097	validated
7b4e1f02-4b48-4a2a-8051-4481be641cae	7b4e1f02-4b48-4a2a-8051-4481be641cae/fcdaa827-e263-46e0-8a83-206fa5a009ba.FPKM.txt.gz	5ff2beecc187732dfb37914e906c99ce	496735	validated
84049598-e96c-4a9f-9c47-0234169f2610	84049598-e96c-4a9f-9c47-0234169f2610/41f067e1-7d50-448c-86fd-bdad3824b2ec.FPKM.txt.gz	228e69131b3fd53b6345ebaea111df76	526704	validated
86a94405-a0b4-4365-962b-8c7f3a6bc9ff	86a94405-a0b4-4365-962b-8c7f3a6bc9ff/3840477f-a5a6-4420-8d06-18f61b313ec1.FPKM-UQ.txt.gz	06021403d2dfef695dd6116c95efb730	536094	validated
8ac62435-e0a0-4aeb-8693-be120691a275	8ac62435-e0a0-4aeb-8693-be120691a275/1cf5a03a-2e3c-427d-87d3-3215724dc6fa.FPKM-UQ.txt.gz	9d999f7c264af60daff3a7825dfb54aa	543575	validated
8dc57eac-45aa-4afd-8c6d-b2825b287f3d	8dc57eac-45aa-4afd-8c6d-b2825b287f3d/a2233404-f380-4bd6-8770-0d4ba8998fd9.htseq.counts.gz	e15567e9a0eafeb5ae9c86c1300f4e17	250032	validated
901167f2-a0df-441c-ad22-71c6adf8dc37	901167f2-a0df-441c-ad22-71c6adf8dc37/2d71fd22-4dd1-4954-87cf-a7c5879b8bec.htseq.counts.gz	423730970716b4b06e1e0ef23628e24c	255209	validated
94cfae17-396c-4d23-a494-d74b74ade5ec	94cfae17-396c-4d23-a494-d74b74ade5ec/7acdfb7e-882e-43cb-a449-e1bff9869637.FPKM-UQ.txt.gz	78586ca9dfe5f724f78d5f24a7c19525	519014	validated
952cb36e-3a36-4aa6-8344-3dfe498e7c7b	952cb36e-3a36-4aa6-8344-3dfe498e7c7b/a5de7a1d-cbce-4e2f-99bd-9b72e9f9405a.htseq.counts.gz	4850295ab4dec91d3bb2c1cabb8bac0b	258116	validated
9712e8de-eee1-4495-b00e-c2bef627abd0	9712e8de-eee1-4495-b00e-c2bef627abd0/bdceb6c5-77d1-43e6-9046-1340502c2a60.htseq.counts.gz	bdf4e5f9e4b5fc0a38fa7c9dd5f88b5d	253992	validated
9d2de465-a059-4a82-a861-911e45dc27a2	9d2de465-a059-4a82-a861-911e45dc27a2/899a4fae-569f-463c-8cb1-049b9d50b9f4.htseq.counts.gz	f9fe1aa23807c80386c9f7924858110d	258819	validated
9e67a6d0-2de1-4b21-8404-2564230d046c	9e67a6d0-2de1-4b21-8404-2564230d046c/e091bf28-5002-48ff-93df-3030c0942b3a.FPKM-UQ.txt.gz	d5572741f594c08b78d6b1b5a798cf66	525465	validated
9f60cf35-f571-4c14-9f53-f31b4e025edf	9f60cf35-f571-4c14-9f53-f31b4e025edf/cf169f96-4fcd-4cc7-bea7-97a9a259b78a.FPKM.txt.gz	2e49377df4cb7cdd465be207b5f13398	519390	validated
a1979071-e81d-41e2-9760-9b505303afc8	a1979071-e81d-41e2-9760-9b505303afc8/46b3483c-ee02-414e-af72-57313469a30c.FPKM.txt.gz	952b9d78b287a99b96050f3a90fd77cb	528129	validated
a7e19a0c-f72b-4325-84bd-c72f1918eee0	a7e19a0c-f72b-4325-84bd-c72f1918eee0/aa42dd76-efb1-4fb7-9922-cf54540844e7.FPKM.txt.gz	e524e4b31f910b784b4d47d6ed08159c	513066	validated
ac333fd4-b9ac-4861-b994-152c765068b3	ac333fd4-b9ac-4861-b994-152c765068b3/1414d172-710a-4fb6-af82-f8b0c923b259.htseq.counts.gz	5562511d19149493c9392106c68cfac1	254043	validated
b013e63d-9e6d-4f9f-b438-32e23baa0d27	b013e63d-9e6d-4f9f-b438-32e23baa0d27/60cc2580-b21c-4526-ab37-e5dadb4fa9b7.FPKM-UQ.txt.gz	90093b98ad7a09e5109857347ed3e2f6	552813	validated
b41c6090-3b78-446a-83c1-22a26ebeeece	b41c6090-3b78-446a-83c1-22a26ebeeece/57b2e9d8-ddae-4457-9959-0d911288e8dc.FPKM-UQ.txt.gz	38ee6f9463aa1636d7baca9b438d4d92	518799	validated
b6101900-e633-4407-a74d-a6cd07aa1274	b6101900-e633-4407-a74d-a6cd07aa1274/00587432-3004-4d4b-9dc2-8c90c81f7640.FPKM.txt.gz	6fbf5a287cfbf6dfda4ab1a192ed7061	491707	validated
b8d60887-f000-46c0-a682-71e614806a0f	b8d60887-f000-46c0-a682-71e614806a0f/754aad86-ccb1-4716-84fc-abe77e4b3e2d.FPKM.txt.gz	e196020df43dcd9f4f70acd44f1b0265	499706	validated
c1b6c01c-5ef6-49c1-bc9c-26b8d8a16c1e	c1b6c01c-5ef6-49c1-bc9c-26b8d8a16c1e/cbb39a6a-61e7-4295-b712-daf6af43dc82.FPKM-UQ.txt.gz	716b194cb61fa019c593682be64ce796	525482	validated
c2045ed0-0966-45aa-855d-c6a9d1c9e852	c2045ed0-0966-45aa-855d-c6a9d1c9e852/e3067466-096f-4bea-993f-b0469a7e11e3.FPKM.txt.gz	3e4df4bfc9ebaa2b0c5140d1276d0ebc	515281	validated
c208005f-0b6f-4c14-9267-b3a582a0dcba	c208005f-0b6f-4c14-9267-b3a582a0dcba/e6981360-42ea-402a-aead-f6f2b31ef30c.htseq.counts.gz	237f018ad61e35d89c9f3b8c216e379c	256658	validated
c2484585-898e-490f-9c38-5724aae5a033	c2484585-898e-490f-9c38-5724aae5a033/8247ad98-4681-438c-880e-ff2a89b5a094.FPKM-UQ.txt.gz	3297bde4e3eda6e3d5d23d576320853d	519438	validated
c36ccf01-7cea-4933-b42f-579f03c8b3cd	c36ccf01-7cea-4933-b42f-579f03c8b3cd/cf4d50b3-f391-43ee-8887-10de9bca126e.FPKM-UQ.txt.gz	775795e19b816f3292e68fc869262425	509518	validated
c4b77187-0c37-43bd-8f73-5bcbb5f52964	c4b77187-0c37-43bd-8f73-5bcbb5f52964/a4c7b6e8-ed30-42b2-9daa-0cf0b9d59259.htseq.counts.gz	723931a94e90539241515f39ce8cc4be	254362	validated
c4d84e24-40e4-4c8a-8f31-a68c3b8edb00	c4d84e24-40e4-4c8a-8f31-a68c3b8edb00/fe613719-8ab9-4a9b-9db9-dd5d473d2a1c.htseq.counts.gz	2cba74b50b1a93e4b3b8251027ca3e92	252327	validated
cfe27ffc-c438-41f8-9197-d92351498af6	cfe27ffc-c438-41f8-9197-d92351498af6/1c903a79-fbee-47a4-8847-79d9242a2fcf.FPKM-UQ.txt.gz	f7f3ef84f58518bbe72e753aad42335e	520715	validated
d106d0d1-fd4b-490b-a321-550d0fc9df2c	d106d0d1-fd4b-490b-a321-550d0fc9df2c/cf1a1478-68c1-431b-86cb-c4ddb105accf.FPKM-UQ.txt.gz	673d0fbf500bee700ea152be0e850fa0	536029	validated
d22adc62-0a38-43d7-bf55-649820ffea97	d22adc62-0a38-43d7-bf55-649820ffea97/7d229eb4-cdbd-4578-9e54-c7cbd7ef1378.FPKM-UQ.txt.gz	973cdffda70d022aba608d0e46a6b75c	527357	validated
d69f67f0-bea8-4b85-82ca-c2aa7d2207e5	d69f67f0-bea8-4b85-82ca-c2aa7d2207e5/067b54e1-ade4-4607-9dac-af223e2eaf9d.FPKM.txt.gz	7a56f384f485aa50bf53ec769eca6c3b	490751	validated
d859b77c-6143-475f-9549-aac91742e28e	d859b77c-6143-475f-9549-aac91742e28e/bb3e9961-3505-41e8-9d11-7f511c2d9cb1.FPKM-UQ.txt.gz	d97bf46c9d153257cd023141e0374375	527408	validated
dc4c7b1b-6342-4591-9758-8133add9b10e	dc4c7b1b-6342-4591-9758-8133add9b10e/1294d2f0-3a01-45b8-9e18-f5da4fbe8223.FPKM-UQ.txt.gz	aafcef6516d84db20c5799ffb0c441b4	495968	validated
e0cadb96-0a28-4869-854e-070d8ae0c28d	e0cadb96-0a28-4869-854e-070d8ae0c28d/7a284ab1-3849-4c83-ae30-86cf1136f641.htseq.counts.gz	116990bcfd32fc889a6a32ea47931131	252590	validated
e3381c34-884f-423e-83fa-e48fbe68d2df	e3381c34-884f-423e-83fa-e48fbe68d2df/63b48baa-7826-4b1e-ae67-7cdbd36a4e92.FPKM.txt.gz	6f459191b19b64a8761ea9285bf7d3eb	526089	validated
e449564d-bb15-4bc2-ab01-36a40172a710	e449564d-bb15-4bc2-ab01-36a40172a710/cf52b0c5-b1b7-4f0a-b5a1-f1924b39046f.FPKM-UQ.txt.gz	d850047ed0050d79c1f1f4320eeb4112	536518	validated
e5b96a53-6e03-4e9e-a080-f92f2bd8ceea	e5b96a53-6e03-4e9e-a080-f92f2bd8ceea/98da76dd-0fb5-4313-a277-a122c205e843.FPKM.txt.gz	a85924a03b7dce5beb8e82fcbe86b068	533544	validated
ec384867-a44c-49fc-86c9-96bab1b2ddd2	ec384867-a44c-49fc-86c9-96bab1b2ddd2/d7047346-49fd-444e-84d2-c3e4b7cda15b.htseq.counts.gz	cbafe1ed27e6e778fe84f5c313e202cc	258388	validated
ec7cc0ff-107b-4749-982d-a27aa1c57600	ec7cc0ff-107b-4749-982d-a27aa1c57600/a7450ed6-711e-4879-b87d-68caabaee840.htseq.counts.gz	3c3f8b4b3df7ecb7460ee1932c261d04	251982	validated
ed65ba75-83f8-4f40-9b6e-3f271dae6a45	ed65ba75-83f8-4f40-9b6e-3f271dae6a45/f9365670-8213-4263-80aa-1718e6d05dc8.FPKM-UQ.txt.gz	62a40b46694aac1f4d308b16eaa81593	553574	validated
f238655a-2327-42dd-a665-afee37e41d04	f238655a-2327-42dd-a665-afee37e41d04/64c6dc6b-5fb3-48fe-8103-ee7cd86b989d.htseq.counts.gz	e6b2ca0f2d02a058848f04c765d51c6f	252001	validated
f2ea557a-bb8f-41e8-bd32-180314686d86	f2ea557a-bb8f-41e8-bd32-180314686d86/aa42dd76-efb1-4fb7-9922-cf54540844e7.FPKM-UQ.txt.gz	6a20f353b155c9f0038d450d18b3030e	515141	validated
f3600513-f8d2-4c5f-8eca-feee7e8584c9	f3600513-f8d2-4c5f-8eca-feee7e8584c9/54401c2a-7124-42b7-90d8-6267575bce51.FPKM.txt.gz	9e0245bf0fccf3b2be78b03fc7f300e9	517865	validated
f6ee2f6f-4432-472e-a450-0350a4061bd4	f6ee2f6f-4432-472e-a450-0350a4061bd4/c1a570df-7a5f-44a1-9569-8a7eecb651d0.htseq.counts.gz	4282ab08f2ecd760cf24e9dd3bcfdc80	252112	validated
f855c8fb-857a-4eb4-94f9-4934a84f0c24	f855c8fb-857a-4eb4-94f9-4934a84f0c24/23507f34-1c8e-4d83-a1c3-634b49460eb9.FPKM.txt.gz	f19770c252658e1722e8f3d8da5ac752	523312	validated
fb07f15a-efcd-4757-b84c-ec28c0b579a3	fb07f15a-efcd-4757-b84c-ec28c0b579a3/a963531e-49d4-41c6-b19a-ba5b94b8af94.FPKM.txt.gz	4985af3a082867aa0472595e53fe196b	517742	validated
fb3b6af4-a6ca-4335-bfd8-7d23ab492431	fb3b6af4-a6ca-4335-bfd8-7d23ab492431/00b24800-9f29-47e9-99c9-eba03186adf4.FPKM-UQ.txt.gz	a0b3312d83aad855963d53277a7f9c95	529612	validated
fcb63e24-fa8a-4ede-9711-19bdb6f80fe2	fcb63e24-fa8a-4ede-9711-19bdb6f80fe2/9b6df35c-cc33-4935-b321-537e0fd29f37.FPKM-UQ.txt.gz	1f81e82191e9bf3c63bb6d1cbaecc1af	519302	validated
fed55ba2-8a4b-4466-b176-222699cc24c1	fed55ba2-8a4b-4466-b176-222699cc24c1/88ac1ce3-6538-4bf2-960c-80aebb70a148.FPKM.txt.gz	a735bb5ca987529936e9d566b0be0740	533840	validated
ff941a89-d67a-4699-9de4-8d006f12568d	ff941a89-d67a-4699-9de4-8d006f12568d/2b5c518f-8327-478a-a282-01bfe59aca4c.FPKM.txt.gz	08af646bb1e6a32c4437957f28039511	537504	validated
